"ID","band","word","Pos","field"
4014,5,"gang","n",""
4015,5,"northeast","n",""
4016,5,"shelter","n",""
4017,5,"unprecedented","j",""
4018,5,"contrary","n",""
4019,5,"defeat","n","His+Law"
4020,5,"happiness","n",""
4021,5,"trap","n",""
4022,5,"tea","n","Med"
4023,5,"intelligent","j",""
4024,5,"snow","n",""
4025,5,"disagreement","n",""
4026,5,"advisory","j",""
4027,5,"intake","n","Med"
4028,5,"pipeline","n",""
4029,5,"remedy","n","Law+Med"
4030,5,"tolerate","v",""
4031,5,"harbor","n",""
4032,5,"entrance","n",""
4033,5,"guess","v",""
4034,5,"teenager","n",""
4035,5,"defeat","v","His+Law"
4036,5,"self-efficacy","n","Edu+Soc"
4037,5,"sediment","n","Sci"
4038,5,"wetland","n",""
4039,5,"civilian","n","His"
4040,5,"greenhouse","n","Sci"
4041,5,"momentum","n",""
4042,5,"boss","n",""
4043,5,"notice","n","Law"
4044,5,"screen","v",""
4045,5,"tail","n","Sci"
4046,5,"cease","v",""
4047,5,"compute","v",""
4048,5,"tourism","n",""
4049,5,"doubt","v",""
4050,5,"wet","j",""
4051,5,"detector","n","Sci"
4052,5,"mediate","v",""
4053,5,"sole","j",""
4054,5,"creek","n","His"
4055,5,"invisible","j",""
4056,5,"laugh","v",""
4057,5,"ship","v",""
4058,5,"inappropriate","j","Edu"
4059,5,"emperor","n",""
4060,5,"accelerate","v",""
4061,5,"comply","v","Law"
4062,5,"neglect","v",""
4063,5,"astronomical","j","Sci"
4064,5,"scan","v","Sci"
4065,5,"seize","v",""
4066,5,"dress","n","Hum"
4067,5,"reconciliation","n","Law+Rel"
4068,5,"fundamentally","r",""
4069,5,"sweet","j","Med"
4070,5,"provoke","v",""
4071,5,"faster","j",""
4072,5,"presidency","n","His+Law"
4073,5,"reported","j",""
4074,5,"pastoral","j","Rel"
4075,5,"seminar","n","Edu"
4076,5,"residual","j","Med"
4077,5,"territorial","j",""
4078,5,"ambiguity","n",""
4079,5,"precision","n",""
4080,5,"accommodation","n","Edu"
4081,5,"lock","v",""
4082,5,"farming","n",""
4083,5,"chemistry","n","Sci"
4084,5,"reluctant","j",""
4085,5,"adviser","n",""
4086,5,"roof","n",""
4087,5,"parenting","n","Soc"
4088,5,"praise","v",""
4089,5,"ego","n","Soc+Rel"
4090,5,"survivor","n",""
4091,5,"switch","n","Sci"
4092,5,"transport","v",""
4093,5,"pulse","n","Sci+Med"
4094,5,"endure","v",""
4095,5,"mind","v",""
4096,5,"electronics","n","Sci"
4097,5,"patch","n","Sci"
4098,5,"severity","n","Soc+Med"
4099,5,"servant","n",""
4100,5,"compelling","j",""
4101,5,"robot","n","Sci"
4102,5,"sake","n",""
4103,5,"scripture","n","Rel"
4104,5,"coping","n","Edu+Soc"
4105,5,"preservation","n",""
4106,5,"globe","n",""
4107,5,"sweep","v",""
4108,5,"applicable","j",""
4109,5,"lesser","j",""
4110,5,"cultivate","v",""
4111,5,"situate","v",""
4112,5,"two-thirds","m",""
4113,5,"tire","v","Sci"
4114,5,"license","n",""
4115,5,"precede","v",""
4116,5,"static","j",""
4117,5,"differential","j",""
4118,5,"alike","r",""
4119,5,"mild","j","Med"
4120,5,"Polish","j","His+Law"
4121,5,"vulnerability","n",""
4122,5,"continually","r",""
4123,5,"slide","v","Sci"
4124,5,"archaeology","n","His+Soc"
4125,5,"deputy","n","His+Law"
4126,5,"gray","j",""
4127,5,"selective","j",""
4128,5,"pathway","n",""
4129,5,"predator","n","Sci"
4130,5,"envision","v",""
4131,5,"salvation","n","Rel"
4132,5,"condom","n","Soc"
4133,5,"crystal","n","Sci"
4134,5,"dig","v",""
4135,5,"autonomous","j",""
4136,5,"wooden","j",""
4137,5,"recycling","n","Sci"
4138,5,"undoubtedly","r",""
4139,5,"confine","v",""
4140,5,"outlook","n",""
4141,5,"slip","v",""
4142,5,"hell","n",""
4143,5,"predominantly","r",""
4144,5,"tech","n",""
4145,5,"impulse","n",""
4146,5,"nasal","j","Med"
4147,5,"homeless","j",""
4148,5,"vocal","j","Hum+Med"
4149,5,"anyway","r",""
4150,5,"specialize","v",""
4151,5,"referral","n","Edu+Med"
4152,5,"deficiency","n","Med"
4153,5,"fault","n",""
4154,5,"poorly","r",""
4155,5,"fulfill","v",""
4156,5,"proponent","n",""
4157,5,"eager","j",""
4158,5,"humor","n",""
4159,5,"sudden","j",""
4160,5,"hemisphere","n",""
4161,5,"prototype","n","Sci"
4162,5,"honest","j",""
4163,5,"longitudinal","j","Edu+Soc"
4164,5,"adolescence","n","Soc"
4165,5,"legend","n",""
4166,5,"elicit","v",""
4167,5,"competent","j","Edu"
4168,5,"mainland","n","His"
4169,5,"hypothesize","v",""
4170,5,"organized","j",""
4171,5,"pesticide","n","Sci+Med"
4172,5,"metropolitan","j",""
4173,5,"lion","n",""
4174,5,"formerly","r",""
4175,5,"routinely","r",""
4176,5,"giant","n",""
4177,5,"ease","n",""
4178,5,"follow-up","n","Med"
4179,5,"freely","r",""
4180,5,"guilty","j",""
4181,5,"fighting","n","His"
4182,5,"wolf","n",""
4183,5,"shore","n",""
4184,5,"flee","v",""
4185,5,"intact","j",""
4186,5,"trajectory","n",""
4187,5,"mobile","j",""
4188,5,"denial","n",""
4189,5,"analytical","j",""
4190,5,"cabinet","n",""
4191,5,"railroad","n","His"
4192,5,"underlie","v",""
4193,5,"ban","v",""
4194,5,"manufacture","v",""
4195,5,"handful","n",""
4196,5,"planner","n",""
4197,5,"intervene","v",""
4198,5,"hunting","n",""
4199,5,"uncover","v",""
4200,5,"African","n","His+Hum"
4201,5,"authorize","v","Law"
4202,5,"credibility","n",""
4203,5,"compromise","v",""
4204,5,"replicate","v",""
4205,5,"parallel","n",""
4206,5,"membrane","n","Sci+Med"
4207,5,"dam","n",""
4208,5,"prescribe","v","Med"
4209,5,"reasonably","r",""
4210,5,"fly","n","Sci"
4211,5,"specimen","n","Sci+Med"
4212,5,"proceedings","n","Law"
4213,5,"dictate","v",""
4214,5,"boom","n",""
4215,5,"improving","j",""
4216,5,"synthesis","n",""
4217,5,"hate","v",""
4218,5,"correction","n",""
4219,5,"rat","n",""
4220,5,"sacrifice","v",""
4221,5,"cigarette","n",""
4222,5,"keyboard","n","Hum+Sci"
4223,5,"reward","v",""
4224,5,"excellence","n","Edu"
4225,5,"fertility","n",""
4226,5,"adaptive","j",""
4227,5,"impress","v",""
4228,5,"desktop","n","Sci"
4229,5,"bureaucracy","n",""
4230,5,"enzyme","n","Sci+Med"
4231,5,"underscore","v",""
4232,5,"causal","j",""
4233,5,"harsh","j",""
4234,5,"allocate","v",""
4235,5,"shark","n","Sci"
4236,5,"insert","v",""
4237,5,"ban","n",""
4238,5,"rotate","v","Sci+Med"
4239,5,"fisherman","n","Sci"
4240,5,"modernity","n","Hum"
4241,5,"thoroughly","r",""
4242,5,"now","c",""
4243,5,"defensive","j",""
4244,5,"realization","n",""
4245,5,"nervous","j","Med"
4246,5,"physiological","j",""
4247,5,"paragraph","n",""
4248,5,"persistence","n","Edu"
4249,5,"severely","r",""
4250,5,"harvest","v","Sci"
4251,5,"ambition","n",""
4252,5,"charter","n",""
4253,5,"nationalist","j","His"
4254,5,"grade","v","Edu"
4255,5,"diamond","n",""
4256,5,"fighter","n","His"
4257,5,"injection","n","Med"
4258,5,"ambitious","j",""
4259,5,"lover","n","Hum"
4260,5,"beta","n",""
4261,5,"desk","n",""
4262,5,"overview","n",""
4263,5,"protagonist","n","Hum"
4264,5,"round","n",""
4265,5,"composite","j",""
4266,5,"tract","n","Med"
4267,5,"onset","n","Med"
4268,5,"privatization","n",""
4269,5,"impair","v","Soc"
4270,5,"characteristic","j",""
4271,5,"lesion","n","Med"
4272,5,"tragedy","n",""
4273,5,"server","n","Sci"
4274,5,"behalf","i",""
4275,5,"wavelength","n","Sci"
4276,5,"carve","v","Hum"
4277,5,"secure","j",""
4278,5,"summit","n",""
4279,5,"openly","r",""
4280,5,"albeit","c",""
4281,5,"memorial","n",""
4282,5,"contamination","n","Med"
4283,5,"per","r",""
4284,5,"atmospheric","j","Sci"
4285,5,"hierarchical","j",""
4286,5,"deposit","n",""
4287,5,"log","n",""
4288,5,"mortgage","n","Fin"
4289,5,"spacecraft","n","Sci"
4290,5,"added","j",""
4291,5,"permit","n","Law"
4292,5,"infrared","j","Sci"
4293,5,"linkage","n",""
4294,5,"stranger","n",""
4295,5,"faint","j","Sci"
4296,5,"accompanying","j","Law"
4297,5,"neighboring","j",""
4298,5,"paint","n",""
4299,5,"democratization","n","His+Law"
4300,5,"register","n",""
4301,5,"firmly","r",""
4302,5,"combat","v",""
4303,5,"constrain","v",""
4304,5,"contract","v",""
4305,5,"faithful","j","Rel"
4306,5,"textile","n","His+Hum"
4307,5,"fabric","n",""
4308,5,"spin","v",""
4309,5,"mobilize","v",""
4310,5,"disposition","n",""
4311,5,"archive","n",""
4312,5,"scatter","v",""
4313,5,"gathering","n",""
4314,5,"broadly","r",""
4315,5,"initiation","n","Hum"
4316,5,"viewpoint","n",""
4317,5,"catalog","n",""
4318,5,"atomic","j","Sci"
4319,5,"fun","j",""
4320,5,"federation","n",""
4321,5,"import","v",""
4322,5,"miracle","n","Rel"
4323,5,"sense","v",""
4324,5,"evangelical","j","Rel"
4325,5,"grid","n",""
4326,5,"silicon","n","Sci"
4327,5,"statue","n","Hum"
4328,5,"socialism","n",""
4329,5,"eligible","j",""
4330,5,"therapeutic","j","Med"
4331,5,"mastery","n","Edu"
4332,5,"shelf","n",""
4333,5,"rhetorical","j","Hum"
4334,5,"risky","j",""
4335,5,"tight","j",""
4336,5,"architect","n",""
4337,5,"loading","n","Med"
4338,5,"vegetation","n","Sci"
4339,5,"bulk","n",""
4340,5,"pollutant","n",""
4341,5,"harmful","j",""
4342,5,"sixth","m",""
4343,5,"rough","j",""
4344,5,"retreat","n","Rel"
4345,5,"applicant","n",""
4346,5,"turbine","n","Sci"
4347,5,"surprised","j",""
4348,5,"script","n",""
4349,5,"worldwide","j",""
4350,5,"blade","n","Sci+Med"
4351,5,"outline","n",""
4352,5,"clarity","n",""
4353,5,"communism","n","His+Law"
4354,5,"insufficient","j",""
4355,5,"hold","n",""
4356,5,"reflective","j","Edu"
4357,5,"eclipse","n","Sci"
4358,5,"ticket","n",""
4359,5,"update","v",""
4360,5,"brilliant","j",""
4361,5,"conscience","n","Rel"
4362,5,"modified","j",""
4363,5,"milky","j","Sci"
4364,5,"harvest","n",""
4365,5,"speculate","v",""
4366,5,"fungus","n","Sci+Med"
4367,5,"wheat","n",""
4368,5,"thinker","n",""
4369,5,"posture","n","Hum+Med"
4370,5,"preach","v","Rel"
4371,5,"documentation","n",""
4372,5,"successor","n",""
4373,5,"driving","j",""
4374,5,"provincial","j",""
4375,5,"aluminum","n","Sci"
4376,5,"proliferation","n",""
4377,5,"trace","n",""
4378,5,"compile","v",""
4379,5,"disrupt","v",""
4380,5,"cream","n","Med"
4381,5,"reliance","n",""
4382,5,"middle-class","j",""
4383,5,"systemic","j","Med"
4384,5,"formally","r",""
4385,5,"academic","n",""
4386,5,"hurricane","n",""
4387,5,"auto","n","Fin"
4388,5,"categorize","v",""
4389,5,"cave","n",""
4390,5,"wake","n",""
4391,5,"exploitation","n",""
4392,5,"rehearsal","n","Hum"
4393,5,"relax","v","Med"
4394,5,"prosperity","n",""
4395,5,"making","n",""
4396,5,"collaborate","v",""
4397,5,"abundant","j",""
4398,5,"dense","j","Sci"
4399,5,"prey","n","Sci"
4400,5,"soccer","n","Soc"
4401,5,"varied","j",""
4402,5,"confuse","v",""
4403,5,"green","n",""
4404,5,"interference","n",""
4405,5,"talented","j","Edu"
4406,5,"variable","j",""
4407,5,"volunteer","v",""
4408,5,"proud","j",""
4409,5,"criminal","n",""
4410,5,"defect","n","Med"
4411,5,"instability","n",""
4412,5,"verify","v",""
4413,5,"nest","n","Sci"
4414,5,"fortunately","r",""
4415,5,"punish","v",""
4416,5,"straight","j",""
4417,5,"verse","n","Hum+Rel"
4418,5,"conform","v",""
4419,5,"epidemic","n",""
4420,5,"map","v",""
4421,5,"advancement","n",""
4422,5,"ground","v",""
4423,5,"evil","j","Rel"
4424,5,"delta","n",""
4425,5,"palace","n","Hum"
4426,5,"traveler","n",""
4427,5,"validate","v",""
4428,5,"juice","n","Med"
4429,5,"signature","n","Hum"
4430,5,"signify","v","Hum"
4431,5,"destructive","j",""
4432,5,"duke","n",""
4433,5,"reserve","v",""
4434,5,"recreational","j",""
4435,5,"objection","n",""
4436,5,"oppression","n",""
4437,5,"disabled","j","Edu"
4438,5,"lunar","j","Sci"
4439,5,"lip","n","Med"
4440,5,"marketplace","n",""
4441,5,"spot","v",""
4442,5,"disadvantage","n",""
4443,5,"officially","r",""
4444,5,"warrant","v",""
4445,5,"object","v",""
4446,5,"uphold","v","Law"
4447,5,"attribution","n","Soc"
4448,5,"liver","n","Med"
4449,5,"rape","n",""
4450,5,"ride","n",""
4451,5,"holding","n","Fin"
4452,5,"x-ray","n","Sci+Med"
4453,5,"term","v",""
4454,5,"coherent","j",""
4455,5,"feminine","j","Hum+Rel"
4456,5,"destination","n",""
4457,5,"mayor","n",""
4458,5,"tomb","n","Soc+Hum"
4459,5,"cry","v",""
4460,5,"intermediate","j",""
4461,5,"naval","j","His"
4462,5,"recession","n","Law+Fin"
4463,5,"empower","v",""
4464,5,"vaccine","n","Med"
4465,5,"intimacy","n","Soc+Rel"
4466,5,"mention","n",""
4467,5,"low","r",""
4468,5,"testify","v","Law"
4469,5,"recipe","n","Med"
4470,5,"master","v","Edu"
4471,5,"race","v",""
4472,5,"unclear","j",""
4473,5,"arrest","n",""
4474,5,"follower","n",""
4475,5,"liberal","n","Law"
4476,5,"settler","n","His+Soc"
4477,5,"testament","n","Rel"
4478,5,"disclose","v",""
4479,5,"nineteenth-century","j","His+Hum"
4480,5,"sharply","r",""
4481,5,"prevalent","j",""
4482,5,"sustained","j",""
4483,5,"aging","n",""
4484,5,"repair","n","Sci+Med"
4485,5,"compatible","j",""
4486,5,"motif","n","Hum"
4487,5,"textual","j","Hum"
4488,5,"pioneer","n",""
4489,5,"postmodern","j","Hum+Rel"
4490,5,"monopoly","n",""
4491,5,"favor","n",""
4492,5,"debate","v",""
4493,5,"ambiguous","j",""
4494,5,"definitely","r",""
4495,5,"harm","v",""
4496,5,"thermal","j","Sci"
4497,5,"renaissance","n","Hum"
4498,5,"suite","n",""
4499,5,"Persian","j","His"
4500,5,"abuse","v",""
4501,5,"believer","n","Rel"
4502,5,"offense","n",""
4503,5,"terrible","j",""
4504,5,"interdisciplinary","j",""
4505,5,"round","j",""
4506,5,"crown","n",""
4507,5,"Australian","j",""
4508,5,"disparity","n",""
4509,5,"wireless","n","Sci"
4510,5,"emit","v","Sci"
4511,5,"besides","r",""
4512,5,"dot","n","Sci"
4513,5,"predecessor","n",""
4514,5,"speed","v",""
4515,5,"pregnant","j",""
4516,5,"prevailing","j",""
4517,5,"substantive","j","Law"
4518,5,"drum","n","Hum"
4519,5,"exotic","j",""
4520,5,"courage","n",""
4521,5,"rocket","n","Sci"
4522,5,"protected","j",""
4523,5,"forge","v",""
4524,5,"chaos","n",""
4525,5,"disruption","n",""
4526,5,"pile","n",""
4527,5,"uniform","j",""
4528,5,"comprehension","n","Edu"
4529,5,"wish","n",""
4530,5,"radically","r",""
4531,5,"injustice","n",""
4532,5,"liberalization","n","His+Law"
4533,5,"stick","n",""
4534,5,"trick","n",""
4535,5,"nowhere","r",""
4536,5,"generator","n",""
4537,5,"Egyptian","j","His"
4538,5,"missing","j",""
4539,5,"bee","n","Sci"
4540,5,"precedent","n","Law"
4541,5,"inspiration","n",""
4542,5,"pass","n",""
4543,5,"terrain","n",""
4544,5,"breath","n","Med"
4545,5,"caution","n",""
4546,5,"stop","n",""
4547,5,"breathe","v","Med"
4548,5,"compression","n","Sci+Med"
4549,5,"appropriate","v",""
4550,5,"reinforcement","n","Edu"
4551,5,"grab","v","Med"
4552,5,"broker","n","Fin"
4553,5,"generic","j",""
4554,5,"accepted","j",""
4555,5,"suburban","j",""
4556,5,"smoke","v","Med"
4557,5,"recycle","v","Sci"
4558,5,"pet","n","Med"
4559,5,"reason","v",""
4560,5,"shed","v",""
4561,5,"depressed","j",""
4562,5,"copy","v",""
4563,5,"domination","n",""
4564,5,"remarkably","r",""
4565,5,"degradation","n",""
4566,5,"inhibit","v","Med"
4567,5,"treasury","n","Law+Fin"
4568,5,"airline","n","Fin"
4569,5,"arrow","n",""
4570,5,"line","v",""
4571,5,"convinced","j",""
4572,5,"credit","v",""
4573,5,"joint","n","Sci+Med"
4574,5,"leisure","n",""
4575,5,"killing","n",""
4576,5,"trainer","n","Med"
4577,5,"pack","n",""
4578,5,"prophet","n","Rel"
4579,5,"seldom","r",""
4580,5,"closed","j",""
4581,5,"ethnographic","j","Soc+Hum"
4582,5,"contributor","n",""
4583,5,"generalization","n","Edu"
4584,5,"tide","n",""
4585,5,"elaborate","j",""
4586,5,"interior","j",""
4587,5,"dad","n",""
4588,5,"spectacular","j",""
4589,5,"interestingly","r",""
4590,5,"intercourse","n","Soc"
4591,5,"pepper","n","Med"
4592,5,"opt","v",""
4593,5,"maternal","j",""
4594,5,"nurture","v",""
4595,5,"morally","r","Rel"
4596,5,"soon","c",""
4597,5,"qualified","j","Edu"
4598,5,"current","n",""
4599,5,"innocent","j",""
4600,5,"stomach","n","Med"
4601,5,"lie","n",""
4602,5,"accordance","i",""
4603,5,"complicate","v",""
4604,5,"creator","n",""
4605,5,"genome","n","Sci"
4606,5,"kit","n","Sci+Med"
4607,5,"relieve","v","Med"
4608,5,"shirt","n","Med"
4609,5,"stressor","n","Edu+Soc"
4610,5,"cheese","n","Med"
4611,5,"breakdown","n",""
4612,5,"constellation","n","Sci"
4613,5,"systematically","r",""
4614,5,"snake","n",""
4615,5,"somebody","p",""
4616,5,"nonprofit","j",""
4617,5,"optimistic","j",""
4618,5,"offender","n",""
4619,5,"ahead","i",""
4620,5,"guarantee","n",""
4621,5,"outlet","n",""
4622,5,"debris","n","Sci"
4623,5,"launch","n","Sci"
4624,5,"dark","n",""
4625,5,"irony","n","Hum"
4626,5,"laptop","n","Sci"
4627,5,"wheelchair","n","Med"
4628,5,"cult","n",""
4629,5,"primitive","j",""
4630,5,"patron","n","Hum"
4631,5,"reception","n","Hum"
4632,5,"inherit","v",""
4633,5,"node","n","Sci+Med"
4634,5,"conversely","r",""
4635,5,"host","v",""
4636,5,"transcend","v",""
4637,5,"generous","j",""
4638,5,"ease","v",""
4639,5,"constituent","n",""
4640,5,"smoke","n",""
4641,5,"trader","n",""
4642,5,"stabilize","v",""
4643,5,"published","j",""
4644,5,"supporting","j",""
4645,5,"midst","n",""
4646,5,"coincide","v",""
4647,5,"experiment","v",""
4648,5,"diplomacy","n","His+Law"
4649,5,"hat","n","Hum"
4650,5,"hand","v",""
4651,5,"educated","j",""
4652,5,"psychosocial","j","Soc"
4653,5,"assurance","n",""
4654,5,"fulfil","v",""
4655,5,"advisor","n",""
4656,5,"compassion","n","Rel"
4657,5,"horn","n","Hum"
4658,5,"dependency","n",""
4659,5,"illuminate","v",""
4660,5,"wind","v",""
4661,5,"modernization","n","His"
4662,5,"mandatory","j",""
4663,5,"structured","j",""
4664,5,"maximum","n",""
4665,5,"tear","v",""
4666,5,"capitalist","j","His"
4667,5,"stimulation","n","Med"
4668,5,"toy","n",""
4669,5,"supplement","v",""
4670,5,"ruling","j","His+Law"
4671,5,"locally","r",""
4672,5,"outdoor","j",""
4673,5,"curious","j",""
4674,5,"enhanced","j",""
4675,5,"swim","v",""
4676,5,"coordinator","n","Edu"
4677,5,"faction","n","His+Law"
4678,5,"pathogen","n","Sci+Med"
4679,5,"sustainability","n",""
4680,5,"angel","n","Hum+Rel"
4681,5,"respiratory","j","Med"
4682,5,"controller","n","Sci"
4683,5,"disc","n","Sci"
4684,5,"flesh","n","Hum+Rel"
4685,5,"glory","n","Rel"
4686,5,"breeding","n","Sci"
4687,5,"liberalism","n","Law+Rel"
4688,5,"vocational","j","Edu"
4689,5,"structure","v",""
4690,5,"shallow","j",""
4691,5,"odd","j",""
4692,5,"pervasive","j",""
4693,5,"descendant","n",""
4694,5,"legislator","n","Law"
4695,5,"sink","v",""
4696,5,"expanding","j",""
4697,5,"diary","n",""
4698,5,"singer","n","Hum"
4699,5,"prosecutor","n","Law"
4700,5,"ridge","n",""
4701,5,"socialization","n","Edu+Soc"
4702,5,"gradual","j",""
4703,5,"appropriately","r",""
4704,5,"large","r",""
4705,5,"cousin","n",""
4706,5,"premium","n","Fin"
4707,5,"thrive","v",""
4708,5,"masculine","j",""
4709,5,"surveillance","n","Med"
4710,5,"light","v",""
4711,5,"conflicting","j",""
4712,5,"mature","j",""
4713,5,"silver","n",""
4714,5,"kick","v",""
4715,5,"casual","j",""
4716,5,"excess","j","Med"
4717,5,"rigid","j",""
4718,5,"progression","n","Hum+Med"
4719,5,"architectural","j","Hum"
4720,5,"exceptional","j","Edu"
4721,5,"legally","r",""
4722,5,"exemplify","v",""
4723,5,"quit","v","Med"
4724,5,"appropriation","n",""
4725,5,"graduation","n","Edu"
4726,5,"vacation","n",""
4727,5,"oneself","p","Rel"
4728,5,"incomplete","j",""
4729,5,"closure","n",""
4730,5,"directive","n",""
4731,5,"activate","v",""
4732,5,"confirmation","n",""
4733,5,"listener","n","Hum"
4734,5,"luck","n",""
4735,5,"shopping","n",""
4736,5,"portable","j","Sci"
4737,5,"eleven","m",""
4738,5,"notebook","n","Sci"
4739,5,"alongside","i",""
4740,5,"mom","n","Rel+Med"
4741,5,"await","v",""
4742,5,"appraisal","n","Edu+Soc"
4743,5,"locus","n",""
4744,5,"specialty","n",""
4745,5,"cache","n","Sci"
4746,5,"rail","n","Sci"
4747,5,"cure","v",""
4748,5,"loose","j",""
4749,5,"primary","n",""
4750,5,"supposedly","r",""
4751,5,"exacerbate","v",""
4752,5,"proximity","n",""
4753,5,"realism","n","Hum"
4754,5,"scrutiny","n",""
4755,5,"bureaucratic","j",""
4756,5,"juvenile","j",""
4757,5,"grouping","n","Edu"
4758,5,"propaganda","n",""
4759,5,"anxious","j",""
4760,5,"grave","n",""
4761,5,"deliberately","r",""
4762,5,"exchange","v",""
4763,5,"indirectly","r",""
4764,5,"refine","v",""
4765,5,"hidden","j",""
4766,5,"worthy","j",""
4767,5,"efficiently","r",""
4768,5,"fade","v",""
4769,5,"commentator","n","Law"
4770,5,"Caribbean","j",""
4771,5,"barrel","n",""
4772,5,"explorer","n","Sci"
4773,5,"roll","n",""
4774,5,"balanced","j",""
4775,5,"tomorrow","r",""
4776,5,"watch","n",""
4777,5,"mate","n",""
4778,5,"coach","v","Soc"
4779,5,"like","c",""
4780,5,"inconsistent","j",""
4781,5,"stir","v","Med"
4782,5,"considering","c",""
4783,5,"mutually","r",""
4784,5,"sodium","n","Med"
4785,5,"airplane","n","Sci"
4786,5,"left","n",""
4787,5,"refusal","n",""
4788,5,"substitute","n",""
4789,5,"warming","n","Sci"
4790,5,"emotionally","r",""
4791,5,"shrimp","n","Sci"
4792,5,"trustee","n","His+Edu"
4793,5,"acculturation","n","Edu+Soc"
4794,5,"nut","n","Med"
4795,5,"praise","n",""
4796,5,"long-standing","j",""
4797,5,"offspring","n",""
4798,5,"sir","n",""
4799,5,"revival","n",""
4800,5,"environmentally","r","Sci"
4801,5,"apparatus","n",""
4802,5,"clay","n",""
4803,5,"Russian","n","His+Law"
4804,5,"sum","v",""
4805,5,"biography","n",""
4806,5,"thorough","j",""
4807,5,"stakeholder","n","Edu+Sci"
4808,5,"rush","v",""
4809,5,"foster","j",""
4810,5,"robust","j",""
4811,5,"Israeli","n","His"
4812,5,"ranking","n",""
4813,5,"worry","n",""
4814,5,"cellular","j","Sci+Med"
4815,5,"observed","j",""
4816,5,"contractor","n",""
4817,5,"odor","n","Sci"
4818,5,"sensation","n",""
4819,5,"merge","v",""
4820,5,"eternal","j","Rel"
4821,5,"informed","j",""
4822,5,"moisture","n","Sci+Med"
4823,5,"prohibition","n","Law"
4824,5,"exile","n",""
4825,5,"taxpayer","n","Law+Fin"
4826,5,"plausible","j",""
4827,5,"circulation","n","Med"
4828,5,"informant","n","Soc"
4829,5,"workforce","n",""
4830,5,"transnational","j","His"
4831,5,"maturity","n",""
4832,5,"mediation","n",""
4833,5,"ruling","n","Law"
4834,5,"practically","r",""
4835,5,"irrigation","n",""
4836,5,"livestock","n",""
4837,5,"millennium","n",""
4838,5,"harassment","n",""
4839,5,"pluralism","n","Rel"
4840,5,"crash","n",""
4841,5,"discount","n","Fin"
4842,5,"expectancy","n",""
4843,5,"uncle","n",""
4844,5,"calendar","n",""
4845,5,"convenience","n",""
4846,5,"continuously","r",""
4847,5,"descent","n",""
4848,5,"hunger","n",""
4849,5,"tear","n",""
4850,5,"spell","v",""
4851,5,"rite","n","Hum+Rel"
4852,5,"tongue","n","Med"
4853,5,"altar","n","Hum+Rel"
4854,5,"lateral","j","Med"
4855,5,"inhabit","v",""
4856,5,"invitation","n",""
4857,5,"ceiling","n",""
4858,5,"miss","n",""
4859,5,"adhere","v",""
4860,5,"tired","j",""
4861,5,"collector","n","Hum"
4862,5,"loop","n","Sci"
4863,5,"bench","n","Med"
4864,5,"intensify","v",""
4865,5,"continuum","n",""
4866,5,"destiny","n",""
4867,5,"part-time","j","Edu"
4868,5,"amount","v",""
4869,5,"eighth","m",""
4870,5,"homework","n","Edu"
4871,5,"elaborate","v",""
4872,5,"reform","v",""
4873,5,"amazing","j",""
4874,5,"confession","n","Rel"
4875,5,"conquest","n",""
4876,5,"fraud","n","Law"
4877,5,"avoidance","n","Soc"
4878,5,"collision","n","Sci"
4879,5,"darkness","n",""
4880,5,"repair","v",""
4881,5,"endless","j",""
4882,5,"copper","n",""
4883,5,"excitement","n",""
4884,5,"poetic","j","Hum"
4885,5,"dream","v",""
4886,5,"shine","v","Sci"
4887,5,"discharge","v",""
4888,5,"focal","j",""
4889,5,"cocaine","n","Soc"
4890,5,"paradox","n",""
4891,5,"distortion","n",""
4892,5,"restraint","n",""
4893,5,"seminary","n","Rel"
4894,5,"post","v",""
4895,5,"foreigner","n",""
4896,5,"dietary","j","Med"
4897,5,"militia","n","His+Law"
4898,5,"across","r",""
4899,5,"sort","v",""
4900,5,"sympathy","n",""
4901,5,"qualification","n",""
4902,5,"lawsuit","n","Law"
4903,5,"enlist","v",""
4904,5,"cow","n",""
4905,5,"planned","j",""
4906,5,"remains","n",""
4907,5,"rival","n",""
4908,5,"solving","n","Edu"
4909,5,"substitute","v",""
4910,5,"crater","n","Sci"
4911,5,"shrine","n","Hum"
4912,5,"rear","j","Sci+Med"
4913,5,"crude","j",""
4914,5,"ant","n","Sci"
4915,5,"tennis","n","Soc+Med"
4916,5,"alien","n",""
4917,5,"handling","n","Med"
4918,5,"temporarily","r",""
4919,5,"protest","v",""
4920,5,"gasoline","n",""
4921,5,"median","j","Edu+Med"
4922,5,"ambassador","n","His+Law"
4923,5,"herb","n","Med"
4924,5,"prestige","n",""
4925,5,"critically","r",""
4926,5,"contradictory","j",""
4927,5,"mysterious","j",""
4928,5,"alignment","n",""
4929,5,"decision-making","j",""
4930,5,"irrelevant","j",""
4931,5,"brightness","n","Sci"
4932,5,"pine","n",""
4933,5,"migrate","v",""
4934,5,"genius","n",""
4935,5,"Protestant","n","Rel"
4936,5,"addiction","n",""
4937,5,"petroleum","n",""
4938,5,"poster","n",""
4939,5,"infect","v",""
4940,5,"arbitrary","j",""
4941,5,"repression","n",""
4942,5,"draft","v","Law"
4943,5,"devoted","j",""
4944,5,"endorsement","n",""
4945,5,"reminder","n",""
4946,5,"oversee","v",""
4947,5,"drought","n",""
4948,5,"fax","n","Sci"
4949,5,"kinship","n","Soc"
